"Repository Name","Description"
"https://github.com/Azure-Samples/flask-postgresql-app","A simple Flask application that demonstrates how to build data-driven Python apps in Azure App Service. "
"https://github.com/Azure-Samples/function-image-upload-resize","Sample function in Azure Functions that demonstrates how to upload and resize images in Azure Storage."
"https://github.com/Azure-Samples/functions-customer-reviews","This sample showcases the Azure Functions tooling for Visual Studio 2017. It has a website where customers submit reviews
"https://github.com/Azure-Samples/functions-dotnet-azure-insights-trigger","This sample demonstrates how you can react to Azure Insights events using a Webhook trigger in Azure Functions"
"https://github.com/Azure-Samples/functions-dotnet-codercards","Azure Functions sample that generates trading cards from people's faces. It uses Microsoft Cognitive Services to determine the predominant emotion and chooses a card back based on that."
"https://github.com/Azure-Samples/functions-dotnet-github-release-notes","This sample uses Azure Functions and Storage to generate a Markdown file with release notes when a new release is created in a GitHub repository"
"https://github.com/Azure-Samples/functions-dotnet-migrating-console-apps","A generic azure function that can be used to convert any console application to an HTTP webservice"
"https://github.com/Azure-Samples/functions-dotnet-photo-mosaic","Sample for Azure Functions and Microsoft Custom Vision Service to generate a photo mosaic from an input image"
"https://github.com/Azure-Samples/functions-dotnet-sas-token","C# Azure Function for getting a Storage blob- or container-level SAS token"
"https://github.com/Azure-Samples/functions-first-serverless-web-application","Code for first serverless web application tutorial"
"https://github.com/Azure-Samples/functions-js-iot-hub-processing","Quick sample of how to connect IoT Hub with Azure Functions for messages processing"
"https://github.com/Azure-Samples/functions-js-spa","Azure Functions sample that hosts a SPA in Azure Storage and uses proxies to change page content."
"https://github.com/Azure-Samples/functions-linux-custom-image","Starter project templates for the Azure Functions on a custom Linux image tutorial using the Azure CLI "
"https://github.com/Azure-Samples/functions-node-sas-token","Node.js Azure Function for getting a blob or container Storage SAS token"
"https://github.com/Azure-Samples/functions-proxies","Samples for Azure Function Proxies."
"https://github.com/Azure-Samples/functions-quickstart","Starter project templates for the Azure Functions quickstart using the Azure CLI:"
"https://github.com/Azure-Samples/functions-quickstart-linux","Starter project templates for the Azure Functions quickstart on Linux using the Azure CLI "
"https://github.com/Azure-Samples/functions-serverless-chat-app-tutorial","Tutorial for building a serverless chat app with Azure Functions
"https://github.com/Azure-Samples/functions-unittesting-sample","Unit testing sample for Azure Functions and Durable Functions"
"https://github.com/Azure-Samples/functions-xamarin-getting-started","This sample showcases how to create Azure Functions through the Azure portal and Visual Studio 2017
"https://github.com/Azure-Samples/gaming-divisional-leaderboard-orleans","This is a sample implementation of a divisional leaderboard used in games and implemented in orleans"
"https://github.com/Azure-Samples/go-docs-hello-world","A simple Go application for docs"
"https://github.com/Azure-Samples/gov-intelligent-mission","A sample app to support the Intelligent Mission leveraging Azure Government"
"https://github.com/Azure-Samples/gov-paas-sample","A Web App on Azure Government that utilizes different Azure PaaS services"
"https://github.com/Azure-Samples/guidance-appinsights-openschema","Using Application Insights with OpenSchema"
"https://github.com/Azure-Samples/guidance-identity-management-for-multitenant-apps","How to manage user identities in a multitenant app on Microsoft Azure
"https://github.com/Azure-Samples/hbase-phoenix-connection-pool","Phoenix connection management tool for query optimization"
"https://github.com/Azure-Samples/hdinsight-dotnet-java-storm-eventhub","An example of using a hybrid dotnet/Java-based Apache Storm topology to work with Azure Event Hubs"
"https://github.com/Azure-Samples/hdinsight-dotnet-odbc-spark-sql","This is a sample application illustrating how to run Spark SQL queries in .NET using OBDC drivers"
"https://github.com/Azure-Samples/hdinsight-dotnet-python-azure-storage-shared-access-signature","How to restrict access to Azure blob storage from HDInsight by using shared access signatures. This sample spans HDInsight and Azure Storage
"https://github.com/Azure-Samples/hdinsight-dotnet-script-action","Demonstrate how to apply a script action to a running Linux-based HDInsight cluster"
"https://github.com/Azure-Samples/hdinsight-dotnet-storm-powerbi","How to use PowerBI to display information generated by a Apache Storm topology running on HDInsight"
"https://github.com/Azure-Samples/hdinsight-dotnet-storm-wordcount","A basic example of a dotnet-based Apache Storm topology and how to run it on HDInsight."
"https://github.com/Azure-Samples/hdinsight-java-deploy-storm-topology","An example of how to programmatically deploy a Storm topology to an HDInsight cluster."
"https://github.com/Azure-Samples/hdinsight-java-hive-jdbc","An example of how to use the JDBC to issue Hive queries from a Java client application."
"https://github.com/Azure-Samples/hdinsight-java-hive-udf","A basic Java-based User Defined Function (UDF) for Hive."
"https://github.com/Azure-Samples/hdinsight-java-storm-eventhub","A basic example of how to read and write data to Azure Event Hubs from an Apache Storm topology running on HDInsight."
"https://github.com/Azure-Samples/hdinsight-java-storm-wordcount","A basic example of a Java-based Apache Storm Topology
"https://github.com/Azure-Samples/hdinsight-kafka-java-get-started","Basic example of using Java to create a producer and consumer that work with Kafka on HDInsight. Also a demonstration of the streaming api."
"https://github.com/Azure-Samples/hdinsight-pyspark-cntk-integration","Instructions and examples for installing CNTK on an HDInsight cluster and running CNTK-Pyspark applications from Jupyter notebooks."
"https://github.com/Azure-Samples/hdinsight-python-ooziebot","OozieBot helps generate Apache Oozie coordinators and Workflows for Hive
"https://github.com/Azure-Samples/hdinsight-python-storm-wordcount","How to use Python components in an Apache Storm topology on HDInsight"
"https://github.com/Azure-Samples/hdinsight-spark-kafka-structured-streaming","How to read data from Apache Kafka on HDInsight using Spark Structured Streaming."
"https://github.com/Azure-Samples/hdinsight-spark-scala-kafka","A basic example of how to read and write streaming data using Apache Spark and Kafka on HDInsight"
"https://github.com/Azure-Samples/hdinsight-spark-scala-kafka-cosmosdb","An example of using Spark Structured Streaming to read data from Kafka on HDInsight and store it into Azure Cosmos DB"
"https://github.com/Azure-Samples/hdinsight-storm-azure-data-lake-store","Learn how to write data to Azure Data Lake Store from a Java-based Apache Storm topology using HDInsight."
"https://github.com/Azure-Samples/hdinsight-storm-dotnet-event-correlation","How to correlate events that arrive at different times by using a unique identifier and storing event state."
"https://github.com/Azure-Samples/hdinsight-storm-java-kafka","Java-based example of reading and writing to Apache Kafka from Apache Storm on HDInsight"
"https://github.com/Azure-Samples/helm-charts","Helm charts used in Azure documentation"
"https://github.com/Azure-Samples/html-docs-hello-world","A simple HTML site for docs"
"https://github.com/Azure-Samples/iot-devkit-web-simulator","A web-based tool for IoT developers to experience some of our mini solutions of MXChip IoT DevKit(https://microsoft.github.io/azure-iot-developer-kit/)."
"https://github.com/Azure-Samples/iot-edge-proficy-historian","C# Proficy Historian Module for Azure IoT Edge"
"https://github.com/Azure-Samples/iot-edge-python-raspberrypi-connect-transparent-gateway","Raspberry Pi (running Python IoT Device SDK) as the leaf device to connect IoT Edge which acts as transparent gateway."
"https://github.com/Azure-Samples/iot-edge-samples","Sample modules written in different languages running on Azure IoT Edge."
"https://github.com/Azure-Samples/iot-gateway-mqtt-http","MQTT and HTTP endpoints for Azure IoT Gateway in node.js using Mosca"
"https://github.com/Azure-Samples/iot-hub-Feather-M0-WiFi-client-app","Application collects weather data from a BME280 sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-SparkFun-ThingDev-client-app","Application collects weather data from a DHT22 sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-c-esp32","Get started with the Espressif ESP32 Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-c-huzzah-getstartedkit","Get started with the Adafruit Huzzah ESP8266 Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-c-intel-edison-client-app","Application collects weather data from a Grove temperature sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-c-intel-nuc-gateway-customized-module","A customized gateway module for Intel NUC gateway kit"
"https://github.com/Azure-Samples/iot-hub-c-intel-nuc-gateway-getting-started","The repo contains configuration files and scripts that automate the execution of gateway SDK BLE sample application."
"https://github.com/Azure-Samples/iot-hub-c-m0wifi-getstartedkit","Get started with the Adafruit Feather M0 Wifi Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-c-mbed-temperature-anomaly","Simple IoT project using Azure IoT Hub showing an mbed device sending telemetry data and being notified of an anomaly on the data"
"https://github.com/Azure-Samples/iot-hub-c-raspberrypi-client-app","Application collects weather data from a BME280 sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-c-raspberrypi-docker","Use Docker based solution to cross-compile c source code on host machine
"https://github.com/Azure-Samples/iot-hub-c-raspberrypi-getstartedkit","Get started with the Raspberry Pi Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-c-thingdev-getstartedkit","Get started with The Sparkfun Thingdev Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-dotnet-autoscale","Monitor Azure IoT Hub usage and auto-scale it when necessary"
"https://github.com/Azure-Samples/iot-hub-dotnet-simulated-device-client-app","Application collects simulated weather data and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-dotnet-uwp-remote-monitoring","UWP app connecting to Azure IoT Suite Remote Monitoring solution"
"https://github.com/Azure-Samples/iot-hub-feather-huzzah-client-app","Application collects weather data from a DHT22 sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-lwm2m-bridge","A bridge that enables OMA LWM2M devices to interact with cloud back-end applications through Azure IoT Hub device twin and methods."
"https://github.com/Azure-Samples/iot-hub-node-intel-edison-client-app","Application collects weather data from a Grove temperature sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-node-intel-edison-getstartedkit","Get started with Intel Edison Azure IoT Starter Kit"
"https://github.com/Azure-Samples/iot-hub-node-ping","Simple solution to test a device's connectivity to Azure IoT Hub: Device sends a message and receives it back."
"https://github.com/Azure-Samples/iot-hub-node-raspberrypi-client-app","Application collects weather data from a BME280 sensor and sends it to IoT hub
"https://github.com/Azure-Samples/iot-hub-nodejs-intel-edison-vibration-anomaly-detection","Simple IoT project using Azure IoT Hub and showing a device running node to send telemetry data and that is analyzed by Azure IoT services to detect anomalies"
"https://github.com/Azure-Samples/iot-hub-notifications-sync-graphdb","Demonstrate the use of device lifecycle and twin change notifications to replicate device identities and twin properties to an external store - specifically an Azure Cosmos Graph DB"
"https://github.com/Azure-Samples/iot-hub-python-get-started","This Python sample app is used by the getting started content to demonstrate how easy it is to create an IoTHub Instance on Azure portal
"https://github.com/Azure-Samples/iot-hub-python-raspberrypi-client-app","This repo contains the source code to help you get started with Azure IoT using the Microsoft IoT Pack for Raspberry Pi 3 Starter Kit. You will find the full tutorial on docs.microsoft.com."
"https://github.com/Azure-Samples/iot-hub-xamarin-remote-monitoring-device","Xamarin application to connect mobile devices to Azure IoT Suite Remote Monitoring preconfigured solution"
"https://github.com/Azure-Samples/iot-remote-monitoring-c-intel-nuc-gateway-getting-started","Get started with Intel NUC gateway kit (connecting to Azure IoT Remote Monitoring solution)"
"https://github.com/Azure-Samples/iot-remote-monitoring-c-raspberrypi-getstartedkit","Get started with the Raspberry Pi Azure IoT Starter Kit "
"https://github.com/Azure-Samples/iot-remote-monitoring-node-raspberrypi-getstartedkit","Get started with the Raspberry Pi Azure IoT Starter Kit "
"https://github.com/Azure-Samples/iotedge-scott-or-not","Sample of running an IoT Edge application on both a Windows PC and a Raspberry Pi 3
"https://github.com/Azure-Samples/java-docs-hello-world","This sample demonstrates a Java app for Azure App Service Linux."
"https://github.com/Azure-Samples/key-vault-dotnet-authentication",".NET Key Vault Authentication Sample"
"https://github.com/Azure-Samples/key-vault-dotnet-core-quickstart","This repo shows how to get started in DotNet Core with Azure Key Vault"
"https://github.com/Azure-Samples/key-vault-dotnet-manage-key-vaults","Getting started on managing key vaults in C#"
"https://github.com/Azure-Samples/key-vault-dotnet-managed-storage","Samples demonstrating the usage of KeyVault-managed storage accounts."
"https://github.com/Azure-Samples/key-vault-dotnet-quickstart","This repo shows how to get started in DotNet Core with Azure Key Vault"
"https://github.com/Azure-Samples/key-vault-dotnet-recovery","Samples demonstrating backup
"https://github.com/Azure-Samples/key-vault-dotnet-vm-msi-service-bus","A .NET sample showing how to use MSI on a VM for storing Service Bus connection string as a secret in a key vault."
"https://github.com/Azure-Samples/key-vault-dotnet-vnet","Samples demonstrating restricting access to Azure Key Vault via virtual network access rules."
"https://github.com/Azure-Samples/key-vault-go-manage","Manage Key Vaults with Go"
"https://github.com/Azure-Samples/key-vault-java-authentication","This sample repo includes sample code demonstrating a common mechanism for authenticating to an Azure Key Vault vault."
"https://github.com/Azure-Samples/key-vault-java-certificate-authentication","Java sample showing authentication to key vault using certificate and clientId and client secretId as well as signing with Key Vault."
"https://github.com/Azure-Samples/key-vault-java-manage-key-vaults","Getting started on managing key vaults using Java"
"https://github.com/Azure-Samples/key-vault-java-managed-storage","Samples for use with managed storage account keys for key vault"
"https://github.com/Azure-Samples/key-vault-java-network-acl","Vnet/IP ACL sample for Azure Key Vault using the Azure Java SDK"
"https://github.com/Azure-Samples/key-vault-java-recovery","Samples of using the Key Vault Java SDK for recovering deleted Secrets
"https://github.com/Azure-Samples/key-vault-node-authentication","Node.js Sample for Authenticating to Key Vault"
"https://github.com/Azure-Samples/key-vault-node-deploy-certificates-to-vm","Deploy Certificates to VMs from customer-managed Key Vault in Node."
"https://github.com/Azure-Samples/key-vault-node-getting-started","Get started with key vault management in NodeJs"
"https://github.com/Azure-Samples/key-vault-node-network-acl","Samples demonstrating restricting access to Azure Key Vault via virtual network access rules."
"https://github.com/Azure-Samples/key-vault-node-quickstart","This sample shows how to get Started with Key Vault in Node using Managed Service Identity. This is the best practice and recommended way of secrets management"
"https://github.com/Azure-Samples/key-vault-node-recovery","Samples of using the Key Vault node SDK for recovering deleted Secrets
"https://github.com/Azure-Samples/key-vault-node-storage-accounts","Managing storage account keys in Azure Key Vault samples using the Azure Node SDK"
"https://github.com/Azure-Samples/key-vault-python-authentication","Samples of authenticating to an Azure Key Vault vault"
"https://github.com/Azure-Samples/key-vault-python-deploy-certificates-to-vm","Deploy Certificates to VMs from customer-managed Key Vault in Python"
"https://github.com/Azure-Samples/key-vault-python-manage","Manage Key Vaults with Python"
"https://github.com/Azure-Samples/key-vault-python-network-acl","Demonstrates managing network access to a key vault through VNET and IP ACLs using the Azure Python SDK"
"https://github.com/Azure-Samples/key-vault-python-storage-accounts","Managing storage account keys in Azure Key Vault samples using the Azure Python SDK"
"https://github.com/Azure-Samples/key-vault-recovery-python","Samples of using the Key Vault python SDK for recovering deleted Secrets
"https://github.com/Azure-Samples/key-vault-ruby-manage-vaults","A Sample shows how to manage Azure KeyVaults using Ruby client"
"https://github.com/Azure-Samples/laravel-tasks","A simple Laravel application that demonstrates how to build data-driven PHP apps in Azure App Service."
"https://github.com/Azure-Samples/linuxvm-msi-keyvault-arm-dotnet",".NET Core sample that shows how to programmatically call Azure Services from an Azure Linux VM with a Managed Service Identity."
"https://github.com/Azure-Samples/location-based-services-samples","Azure Location Based Services samples"
"https://github.com/Azure-Samples/locks-dotnet-manage-locks","Getting started with managing resource locks in .NET"
"https://github.com/Azure-Samples/locks-java-manage-locks","Getting started with managing resource locks using Java"
"https://github.com/Azure-Samples/machine-learning-github-access","R and Python example scripts for AzureML modules that support GitHub."
"https://github.com/Azure-Samples/managed-disk-dotnet-convert-existing-virtual-machines-to-use-managed-disks","Getting started with converting Virtual Machines to use Managed Disks"
"https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image","Getting started with creating a virtual machine using a custom image"
"https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image-from-VHD","Getting started with creating a virtual machine using a VHD
"https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-specialized-disk-from-VHD","Getting started with creating a virtual machine by importing a specialized operating system disk VHD"
"https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-specialized-disk-from-snapshot","Getting started with creating a Virtual Machine using specialized disks from Snapshots"
"https://github.com/Azure-Samples/managed-disk-java-convert-existing-virtual-machines-to-use-managed-disks","Getting started with converting Virtual Machines to use Managed Disks using Java"
"https://github.com/Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image","Getting started with creating a virtual machine using a custom image using Java"
"https://github.com/Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image-from-VHD","Getting started with creating a virtual machine using a VHD
"https://github.com/Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-VHD","Getting started with creating a virtual machine by importing a specialized operating system disk VHD using Java"
"https://github.com/Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-snapshot","Getting started with creating a Virtual Machine using specialized disks from Snapshots using Java"
"https://github.com/Azure-Samples/managed-disks-powershell-getting-started","This repo contains sample Powershell scripts for various scenarios of using Azure Managed Disks"
"https://github.com/Azure-Samples/meanjs","A simple MEAN.js application that demonstrates how to build data-driven Node.js apps in Azure App Service"
"https://github.com/Azure-Samples/media-services-dotnet-copy-blob-into-asset","This sample shows how to copy existing blobs from a storage account into a new Azure Media Services asset."
"https://github.com/Azure-Samples/media-services-dotnet-deliver-playready-widevine-licenses","Azure Media Services (AMS) enables you to ingest
"https://github.com/Azure-Samples/media-services-dotnet-dynamic-encryption-with-aes","The sample shows how to use Azure Media Services to dynamically encrypt your content with AES 128-bit clear encryption keys "
"https://github.com/Azure-Samples/media-services-dotnet-dynamic-encryption-with-drm","The sample shows how to use Azure Media Services to dynamically encrypt your content with PlayReady and Widevine DRMs."
"https://github.com/Azure-Samples/media-services-dotnet-dynamic-encryption-with-fairplay","The sample shows how to use Azure Media Services to dynamically encrypt your content with Apple FairPlay."
"https://github.com/Azure-Samples/media-services-dotnet-encode-live-stream-with-ams-clear","The sample shows how to create a channel that receives a single-bitrate live stream and encodes it to multi-bitrate stream."
"https://github.com/Azure-Samples/media-services-dotnet-functions-integration","Sample Azure Functions for use with Azure Media Services. Ingest from Azure Blobs
"https://github.com/Azure-Samples/media-services-dotnet-live-monitoring-dashboard","A live event telemetry dashboard for monitoring the health of Azure media services"
"https://github.com/Azure-Samples/media-services-dotnet-on-demand-encoding-with-media-encoder-standard","The sample shows how to encode media on demand with Media Encoder Standard using .NET"
"https://github.com/Azure-Samples/media-services-dotnet-storagemanagement","Media Services: Sample for managing attached storage accounts"
"https://github.com/Azure-Samples/media-services-javascript-Azure-Media-Player-playback-rate-plugin","Plugin that adds a button to the control bar that allows viewers to control the speed at which they playback their content"
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-application-insights-plugin","Application Insights plugin for Azure Media Player"
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-diagnostic-logger-plugin","An Azure Media Player Plugin that  logs activities performed by the end user as well as player errors and sends it all to the javascript console "
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-google-analytics-plugin","A Google Analytics plugin for Azure Media Player"
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-hot-keys-plugin","Adds more hotkey support to video.js"
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-social-share-plugin","An Azure Media Player Plugin that adds a share button to the player so viewers can share the video link via twitter/facebook/linkedin."
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-time-tip-plugin","video.js plugin to display the time on hover of the progress bar."
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-timeline-markers-plugin","Plugin for Azure Media Player"
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-title-overlay-plugin","An Azure Media Plugin that overlays the content title over the player  "
"https://github.com/Azure-Samples/media-services-javascript-azure-media-player-zoom-plugin","This is an Azure Media Plugin that enables the video viewer to zoom in on your content."
"https://github.com/Azure-Samples/media-services-javascript-azure-media-subclipper-plugin","An Azure Media Player Plugin that enables subclipping a live or on-demand video stream"
"https://github.com/Azure-Samples/media-services-node-vod","This sample demonstrates an example about video on demand in Azure Media Services with AngularJS and NodeJS"
"https://github.com/Azure-Samples/media-services-ruby-manage-services","Sample shows how to manage Azure media services using Ruby client"
"https://github.com/Azure-Samples/media-services-v3-arm-templates","Sample Transforms for easy deployment to your Azure Media Services account using the latest ARM based REST API"
"https://github.com/Azure-Samples/media-services-v3-dotnet-core-tutorials","The project in this repo contains samples that show how to use Azure Media Services v3 API and .NET SDK in .NET Core."
"https://github.com/Azure-Samples/media-services-v3-dotnet-quickstarts","This repo contains quickstart projects."
"https://github.com/Azure-Samples/media-services-v3-dotnet-tutorials","The projects in this repository support the Azure Media Services v3 tutorials topics."
"https://github.com/Azure-Samples/media-services-v3-node-tutorials","This repository contains Azure Media Services v3 node.js tutorials"
"https://github.com/Azure-Samples/media-services-v3-rest-postman","The postman collection in this repository contains REST calls to Azure Media Services v3 APIs."
"https://github.com/Azure-Samples/microprofile-configsource-keyvault","Sample application using Azure Key Vault as a backing store for secrets read in through MicroProfile Config APIs"
"https://github.com/Azure-Samples/microprofile-docker-helloworld","A simple MicroProfile-based application that is deployed to Azure Web App for Containers using Docker"
"https://github.com/Azure-Samples/microprofile-hello-azure","Hello World application using MicroProfile for deployment on Azure"
"https://github.com/Azure-Samples/monitor-dotnet-metrics-api","Code sample of the Azure Monitor metrics API using the .Net SDK"
"https://github.com/Azure-Samples/monitor-dotnet-multidimensional-metrics-api","Code samples for the Azure Monitor's multidimensional metrics API"
"https://github.com/Azure-Samples/monitor-dotnet-query-metrics-activitylogs","Getting metrics and activity logs for a resource."
"https://github.com/Azure-Samples/monitor-java-query-metrics-activitylogs","Getting metrics and activity logs for a resource."
"https://github.com/Azure-Samples/multicontainerwordpress","Multi-container using Docker Compose and Kubernetes in Azure Web App for Containers"
"https://github.com/Azure-Samples/mysql-spring-boot-todo","Simple Spring Boot application using MySQL
"https://github.com/Azure-Samples/network-dotnet-create-simple-internet-facing-load-balancer","Create a simple Internet Facing load balancer using C#"
"https://github.com/Azure-Samples/network-dotnet-manage-express-route","Create and configure Express Route circuit"
"https://github.com/Azure-Samples/network-dotnet-manage-internal-load-balancers","An example illustrating how to use .NET to manage your Azure load balancers"
"https://github.com/Azure-Samples/network-dotnet-manage-internet-facing-load-balancers","Getting started on managing load balancers in C#"
"https://github.com/Azure-Samples/network-dotnet-manage-ip-address","Getting started on managing network user defined routes in C#"
"https://github.com/Azure-Samples/network-dotnet-manage-network-interface","Getting started on managing network interface in C#"
"https://github.com/Azure-Samples/network-dotnet-manage-network-peering","Manage network peering between two virtual networks"
"https://github.com/Azure-Samples/network-dotnet-manage-network-security-group","Getting started on managing network security groups in C#"
"https://github.com/Azure-Samples/network-dotnet-manage-virtual-network","Getting started on managing virtual network in C#"
"https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-async","Manage virtual networks in C# asynchronously - create a virtual network
"https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-to-virtual-network-vpn-connection","Manage virtual network to virtual network VPN connection"
"https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-with-site-to-site-vpn-connection","Manage virtual network with site-to-site VPN connection"
"https://github.com/Azure-Samples/network-dotnet-manage-vpn-client-connection","Getting started on managing client to virtual network VPN connection using C#"
"https://github.com/Azure-Samples/network-dotnet-use-network-watcher-to-check-connectivity","Use network watcher to check connectivity between virtual machines in peered networks"
"https://github.com/Azure-Samples/network-dotnet-use-new-watcher","Getting started on using network watcher in C#"
"https://github.com/Azure-Samples/network-go-manage-loadbalancer","An example illustrating how to use Go to manage your Azure load balancers"
"https://github.com/Azure-Samples/network-go-manage-network-interface","Manage multiples network interfaces for VMs in Go- create a VM with multiple network interfaces
"https://github.com/Azure-Samples/network-go-manage-network-security-group","Basic operations with Azure ARM network security groups"
"https://github.com/Azure-Samples/network-java-create-simple-internet-facing-load-balancer","Create a simple Internet Facing load balancer using Java"
"https://github.com/Azure-Samples/network-java-manage-express-route","Create and configure Express Route circuit using Java"
"https://github.com/Azure-Samples/network-java-manage-express-route-cross-connection","Configure Express Route Cross Connection using Java"
"https://github.com/Azure-Samples/network-java-manage-internal-load-balancers","Getting started on managing internal load balancers using Java"
"https://github.com/Azure-Samples/network-java-manage-internet-facing-load-balancers","Getting started on managing load balancers using Java"
"https://github.com/Azure-Samples/network-java-manage-ip-address","Manage IP addresses using Java - assign a Public IP Address for a Virtual Machine during create and through an update. Get the associated Public IP Name for a virtual machine
"https://github.com/Azure-Samples/network-java-manage-network-interface","Manage multiples network interfaces for VMs using Java - create a VM with multiple network interfaces
"https://github.com/Azure-Samples/network-java-manage-network-peering","Manage network peering between two virtual networks using Java"
"https://github.com/Azure-Samples/network-java-manage-network-security-group","Manage network security group (NSG) using Java - create an NSG for the front end subnet
"https://github.com/Azure-Samples/network-java-manage-virtual-network","Manage virtual networks using Java - create a virtual network
"https://github.com/Azure-Samples/network-java-manage-virtual-network-async","Manage virtual networks using Java asynchronously - create a virtual network
"https://github.com/Azure-Samples/network-java-manage-virtual-network-to-virtual-network-vpn-connection","Manage virtual network to virtual network VPN connection using Java"
"https://github.com/Azure-Samples/network-java-manage-virtual-network-with-site-to-site-vpn-connection","Manage virtual network with site-to-site VPN connection using Java"
"https://github.com/Azure-Samples/network-java-manage-vpn-client-connection","Getting started on managing client to virtual network VPN connection using Java"
"https://github.com/Azure-Samples/network-java-use-network-watcher","Getting started on using network watcher in Java"
"https://github.com/Azure-Samples/network-java-use-network-watcher-to-check-connectivity","Use network watcher to check connectivity between virtual machines in peered networks using Java"
"https://github.com/Azure-Samples/network-java-use-new-watcher","Getting started on using network watcher using Java"
"https://github.com/Azure-Samples/network-node-manage-loadbalancer","An example illustrating how to use node.js to manage your Azure load balancers"
"https://github.com/Azure-Samples/network-python-manage-application-gateway","An example illustrating how to use Python to manage Azure Application Gateway"
"https://github.com/Azure-Samples/network-python-manage-loadbalancer","An example illustrating how to use Python to manage your Azure load balancers"
"https://github.com/Azure-Samples/network-watcher-alert-triggered-packet-capture","The repository contains code and deployment templates for an Azure Function that processes and Azure Monitor Alert and triggers a packet capture using Network Watcher on the VM that triggered the Alert. "
"https://github.com/Azure-Samples/networking-dotnet-log-converter","Code for downloading network monitoring logs and converting them to .CSV files to be uploaded to Power BI for analysis."
"https://github.com/Azure-Samples/node-todo","Simple todo example website using Node.js"
"https://github.com/Azure-Samples/nodejs-docs-hello-world","A simple nodejs application for docs"
"https://github.com/Azure-Samples/openhack-devops","OpenHack - DevOps"
"https://github.com/Azure-Samples/openhack-devops-proctor","DevOps Openhack proctor environment code and provisioning scripts"
"https://github.com/Azure-Samples/openhack-devops-team","Devops Openhack Team Environment APIs"
"https://github.com/Azure-Samples/openhack-devops-tools","Leaderboard tools for OpenHack - DevOps"
"https://github.com/Azure-Samples/openhack-team-cli","Azure CLI to generate scenarios"
"https://github.com/Azure-Samples/php-builtin-linux-web-app","This is a PHP web app built with [CodeIgniter](http://www.codeigniter.com/) that you can deploy to  Azure Web App on Linux. "
"https://github.com/Azure-Samples/php-docs-hello-world","A simple php application for docs"
"https://github.com/Azure-Samples/power-bi-embedded-iframe","This sample shows you essential C# code to use the Power BI Embedded API to integrate a report into a web app."
"https://github.com/Azure-Samples/power-bi-embedded-integrate-report-into-web-app","A Power BI Embedded sample that shows you how to integrate a Power BI report into your own web app"
"https://github.com/Azure-Samples/powerbi-angular-client","PowerBI sample demonstrating use of angular-powerbi"
"https://github.com/Azure-Samples/powerbi-dotnet-server-aspnet-web-api","PowerBI sample demonstrating use of C# SDK for creating embed REST API"
"https://github.com/Azure-Samples/powerbi-jquery-client","PowerBI sample demonstrating use of jquery-powerbi"
"https://github.com/Azure-Samples/powerbi-node-server-express","Sample express server to demonstrate building REST API for embedding reports."
"https://github.com/Azure-Samples/powerbi-powershell","Samples for calling the Power BI REST API via PowerShell"
"https://github.com/Azure-Samples/powerbi-python-iot-client","Power BI sample demonstrating use of Python for sending data from IoT devices to Power B dashboards"
"https://github.com/Azure-Samples/powerbi-react-client","PowerBI sample application demonstrating use of react-powerbi library."
"https://github.com/Azure-Samples/prototype-active-directory-dotnet-web-ad-complex-org-utility","Web console
"https://github.com/Azure-Samples/python-docs-hello-world","A simple python application for docs"
"https://github.com/Azure-Samples/raspberry-pi-web-simulator","Raspberry Pi web simulator. Demo address: "
"https://github.com/Azure-Samples/react-aad-msal","React component for Azure AD"
