"Repository Name","Description"
"https://github.com/Azure-Readiness/HOL-ACSwithLocalSTS","In this intermediate hands-on lab you will learn how to use the Access Control Service for managing trust relationships with multiple business identity providers. You will learn how to use ACS for establishing relationships and normalizing attributes without having to touch your application's source code. The lab will demonstrate how to configure ACS both via the Windows Azure Portal and the management API."
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSites","In this hands-on lab you will explore the basic elements of the Windows Azure Web Sites service by creating a simple ASP.NET MVC 4 application
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSitesTFS","This hands-on lab will introduce you to using Windows Azure Web Sites with Visual Studio 2012 and Team Foundation Server (TFS). In this lab you will create a new Windows Azure Web Site. Then
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSitesVMSQL","In this lab
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSitesVMSQL-VS2012","In this lab
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSitesVS2012","In this Hands-on Lab
"https://github.com/Azure-Readiness/HOL-ASPNETAzureWebSitesWebMatrix","In this Hands-on Lab you will learn how to use Microsoft WebMatrix 2 to build and publish web sites in Windows Azure. Through the exercises
"https://github.com/Azure-Readiness/HOL-AdvancedWebWorkerRoles","This lab introduces these new capabilities that are unlocked in Windows Azure and allow more advanced application scenarios."
"https://github.com/Azure-Readiness/HOL-AndroidAndMobileServices","In this hands-on lab you will learn how to add a cloud-based backend service to an Android app using Windows Azure Mobile Services. You will create both a new mobile service and a simple TodoList app that stores app data in the new mobile service. Also you will perform server side validation
"https://github.com/Azure-Readiness/HOL-AutomatingVMManagementPS","In this hands-on lab you will understand the capabilities of automating the deployment and management of virtual machines in Windows Azure."
"https://github.com/Azure-Readiness/HOL-BuildingAppsWithCaching","In this lab
"https://github.com/Azure-Readiness/HOL-BuildingSocialGame","In this lab
"https://github.com/Azure-Readiness/HOL-BuildingWindows8AppsWithWindowsAzure","In this hands-on lab you will learn how to combine the fluency of Windows 8 applications with the power of Windows Azure: From a Windows Metro Style application
"https://github.com/Azure-Readiness/HOL-ConnectingApplications","In this lab
"https://github.com/Azure-Readiness/HOL-ConnectingApplicationsVNet","In this lab
"https://github.com/Azure-Readiness/HOL-DebuggingCloudServices-VS2012","In this hands-on Lab
"https://github.com/Azure-Readiness/HOL-DeploySharePointVMs","In this hands-on lab you will learn how to create a SharePoint farm
"https://github.com/Azure-Readiness/HOL-DeployingActiveDirectory","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-DeployingActiveDirectoryPS","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-DeployingCloudServices-VS2012","In this hands-on lab you will learn how to deploy your Cloud Services in Windows Azure. The lab walks through the process using a simple application named myTODO
"https://github.com/Azure-Readiness/HOL-DeployingSQLServer","In this hands-on lab you will learn how to create and configure a SQL Server 2012 instance in a Windows Azure Virtual Machine."
"https://github.com/Azure-Readiness/HOL-DeployingSQLServerForSharePoint","In this hands-on lab you will learn how to create and configure a virtual machine running SQL Server 2012 as part of the deploying a SharePoint farm hands on lab."
"https://github.com/Azure-Readiness/HOL-ExploringStorage-VS2012","In this hands-on lab you will examine each of the foundation storage capabilities of Windows Azure-Blobs
"https://github.com/Azure-Readiness/HOL-FederatedAuthWebRole","This hands-on lab provides step-by-step guides for hosting in Windows Azure (WAZ) a Web application accepting identities from an external identity provider: with the authentication functions being performed by an external identity provider
"https://github.com/Azure-Readiness/HOL-GettingStartedWindowsAzureStorage","In this lab
"https://github.com/Azure-Readiness/HOL-GoingLiveWindowsAzureWebSites"," Windows Azure provides a friendly subdomain on the azurewebsites.net domain so your users can access your web site using a URL like http://<mysite>.azurewebsites.net. However
"https://github.com/Azure-Readiness/HOL-HTMLAppAndMobileServices","This hands-on lab shows you how to add a cloud-based backend service to an HTML app using Windows Azure Mobile Services. You will create both a new mobile service and a simple To do list app that stores app data in the new mobile service. Also you will perform server side validations and user authentication using Mobile Services features."
"https://github.com/Azure-Readiness/HOL-HadoopOnWindowsAzure","This hands-on lab shows two ways to run MapReduce programs in a Hadoop on Azure cluster and how to analyse data imported into the cluster from Excel using Hive-based connectivity."
"https://github.com/Azure-Readiness/HOL-Intro-to-Azure","Hands on lab that covers Azure signup
"https://github.com/Azure-Readiness/HOL-IntroSQLDatabase","In this hands-on lab you will walk through a series of simple use cases for Windows Azure SQL Database such as: managing logins
"https://github.com/Azure-Readiness/HOL-IntroSQLDatabase-VS2012","In this hands-on lab you will walk through a series of simple use cases for Windows Azure SQL Database such as: managing logins
"https://github.com/Azure-Readiness/HOL-IntroToACS2","In this hands-on lab you will learn how to take advantage of the ACS for outsourcing authentication
"https://github.com/Azure-Readiness/HOL-IntroToCloudServices","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-IntroToCloudServices-VS2012","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-IntroToWindowsAzureAD","In this hands-on lab you will learn how to use Windows Azure Active Directory for implementing web single sign-on in an ASP.NET application. The instructions will focus on taking advantage of the directory tenant associated with your Windows Azure subscription."
"https://github.com/Azure-Readiness/HOL-IntroToWindowsAzureMediaServices","In this hands-on lab you will learn how you can use Visual Studio 2012 and Windows Azure Media Services to upload
"https://github.com/Azure-Readiness/HOL-IntroToWindowsAzureVirtualMachines","In this hands-on Lab
"https://github.com/Azure-Readiness/HOL-IntroToWindowsAzureVirtualMachinesLinux","In this Hands-On Lab
"https://github.com/Azure-Readiness/HOL-MigratingAspNetApps","In this lab
"https://github.com/Azure-Readiness/HOL-MigratingAspNetApps-VS2012","In this lab
"https://github.com/Azure-Readiness/HOL-MobileServicesCustomAPI","Windows Azure Mobile Services enables you to define custom business logic that is run on the server. This logic is provided as JavaScript code that is stored and executed on the server. In Mobile Services
"https://github.com/Azure-Readiness/HOL-NodejsAzureWebSites","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-NodejsAzureWebSites-OSX","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-NodejsAzureWebSitesVMs-OSX","A virtual machine in Windows Azure is a server in the cloud that you can control and manage. After you create a virtual machine in Windows Azure
"https://github.com/Azure-Readiness/HOL-PHPAppsAzureWebSites-OSX","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-ProvisioningAWindowsAzureVM","Reference HOL for any lab which needs to provision a new Windows Azure Virtual Machine"
"https://github.com/Azure-Readiness/HOL-ProvisioningAWindowsAzureVMPS","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-ScalingWindowsAzureWebSites","Windows Azure provides a set of features that allows you to monitor and scale your Web Site whenever is required. Moving static assets to a Storage account will leverage the load of your Web Site and with Auto-Scaling
"https://github.com/Azure-Readiness/HOL-ServiceBusMessaging-VS2012","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-ServiceBusServiceRemoting-VS2012","In this hands-on lab you will learn how to provision an Service Bus account and configure namespaces for you service. You will take advantage of Windows Azure Access Control Service to provide claims-based authentication
"https://github.com/Azure-Readiness/HOL-TrafficManager-VS2012","Windows Azure Traffic Manager enables you to manage and distribute incoming traffic to your Windows Azure cloud services whether they are deployed in the same data center or in different centers across the world. In this hands-on lab
"https://github.com/Azure-Readiness/HOL-UnderstandingVMImagingWithCapture","In this hands on lab you will walk through creating a customized virtual machine that is customized to be remotely manageable via PowerShell. You will then learn how to generalize it and save it is an image so that all new virtual machines provisioned from it will be remotely manageable by default."
"https://github.com/Azure-Readiness/HOL-UnderstandingVMImagingWithCapturePS","In this hands-on lab you will walk through creating a customized virtual machine that is customized to be remotely manageable via PowerShell. You will then learn how to generalize it and save it is an image so that all new virtual machines provisioned from it will be remotely manageable by default."
"https://github.com/Azure-Readiness/HOL-WebAppGalleryAzureWebSites","In this Hands-On Lab you will learn how to create a new Web Site in Windows Azure by using a template from the pre-packaged applications gallery. After successful creation you will update the site using Web Matrix and deploy the changes."
"https://github.com/Azure-Readiness/HOL-WebAppGalleryAzureWebSites-OSX","In this hands-on lab you will learn how to create a new web site in Windows Azure by using a template from the pre-packaged applications gallery. Once created
"https://github.com/Azure-Readiness/HOL-WebServiceAndIdentity","In this hands-on lab
"https://github.com/
"https://github.com/Azure-Readiness/HOL-Windows8AndMobileServices","In this HOL you will learn how you can leverage Visual Studio 2012 and Windows Azure Mobile Services to add structured storage
"https://github.com/Azure-Readiness/HOL-Windows8AndMobileServicesJS","The best apps need cloud services. Use this HOL to see how you can leverage Visual Studio 2012 and the new functionality in Windows Azure to add structured storage
"https://github.com/Azure-Readiness/HOL-Windows8NotificationsCS","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-Windows8NotificationsHTMLJS","In this hands-on lab
"https://github.com/Azure-Readiness/HOL-WindowsAzureHDInsight","Hands on Lab for HDInsight"
"https://github.com/Azure-Readiness/HOL-WindowsPhoneAndMobileServices","This hands-on lab demonstrates how you can leverage Visual Studio 2012 and Windows Azure Mobile Services to add structured storage
"https://github.com/Azure-Readiness/HOL-iOSAndMobileServices","This hands-on lab shows you how to add a cloud-based backend service to an iOS app using Windows Azure Mobile Services. You will create both a new mobile service and a simple To do list app that stores app data in the new mobile service. Also you will perform server side validations and user authentication using Mobile Services features."
"https://github.com/Azure-Readiness/MicrosoftAzureTrainingKit","This is the archive of the Microsoft Azure Training Kit"
"https://github.com/Azure-Readiness/PRESENTATION-BuildingAppsWithIaaSAndPaaS",
"https://github.com/Azure-Readiness/PRESENTATION-BuildingDeviceCloudApps",
"https://github.com/Azure-Readiness/PRESENTATION-CloudServiceLifecycle",
"https://github.com/Azure-Readiness/PRESENTATION-DeliveringWindows8PushNotifications",
"https://github.com/Azure-Readiness/PRESENTATION-DeployingActiveDirectory",
"https://github.com/Azure-Readiness/PRESENTATION-DeployingSQLServerOnVMs",
"https://github.com/Azure-Readiness/PRESENTATION-DeployingSharePointOnVMs",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-CloudServices",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-Data",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-Keynote",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-VirtualMachines",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-WebSites",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-Windows8AndWindowsAzureWebSites",
"https://github.com/Azure-Readiness/PRESENTATION-DevCamps-WindowsPhoneAndWindowsAzure",
"https://github.com/Azure-Readiness/PRESENTATION-IdentityAndAccessControl",
"https://github.com/Azure-Readiness/PRESENTATION-LinuxVirtualMachines",
"https://github.com/Azure-Readiness/PRESENTATION-ManagingVMsPowerShell",
"https://github.com/Azure-Readiness/PRESENTATION-MigratingAppsAndWorkloads",
"https://github.com/Azure-Readiness/PRESENTATION-SQLDatabase",
"https://github.com/Azure-Readiness/PRESENTATION-SQLDatabaseMigration",
"https://github.com/Azure-Readiness/PRESENTATION-ScalableGlobalAndHighlyAvailableApps",
"https://github.com/Azure-Readiness/PRESENTATION-SecurityandIdentity",
"https://github.com/Azure-Readiness/PRESENTATION-VirtualMachinesOverview",
"https://github.com/Azure-Readiness/PRESENTATION-VirtualNetworks",
"https://github.com/Azure-Readiness/PRESENTATION-Windows8AndWindowsAzureWebSites",
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureCloudServices","This presentation covers the basic concepts of Windows Azure Cloud Services such as roles
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureHDInsight","Windows Azure HDInsight Service Presentation"
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureITProOverview","Windows Azure Overview for IT Professionals"
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureOverview",
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureServiceBus",
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureStorage",
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureVirtualMachines",
"https://github.com/Azure-Readiness/PRESENTATION-WindowsAzureWebSites",
"https://github.com/Azure-Readiness/Presentation-BuildingAndroidAppsWithWindowsAzureMobileServices",
"https://github.com/Azure-Readiness/Presentation-BuildingiOSAppsWithWindowsAzureMobileServices",
"https://github.com/Azure-Readiness/Presentation-Windows8AndWindowsAzureMobileServices",
"https://github.com/Azure-Readiness/Presentation-WindowsPhoneAndWindowsAzureMobileServices","Developing Windows Phone apps with Windows Azure Mobile Services"
"https://github.com/Azure-Readiness/advanced-fun","A place to play with some more advanced git concepts"
"https://github.com/Azure-Readiness/hol-azure-machine-learning","Introduction to Machine Learning and Azure Machine Learning Services. Hands on labs to show Azure Machine Learning features
"https://github.com/Azure-Readiness/windowsazure-trainingkit.github.com",
"https://github.com/Azure-Samples/Active-Directory-and-Active-Directory-B2C-Community-Samples","A page for the community to post samples that use Azure AD or Azure AD B2C for authentication. "
"https://github.com/Azure-Samples/Azure-Functions-IoT-TimeSeries-Analytics","Walk through for deploying IoT edge solution with Azure Functions and Time series Insights"
"https://github.com/Azure-Samples/Azure-Information-Protection-Samples","Azure Information Protection Samples"
"https://github.com/Azure-Samples/Azure-Serverless-Twitter-Subscription","A tutorial for using Azure Logic Apps to monitor recent tweets on Twitter. The app sends an email notification to subscribers when new tweets are posted matching a search term."
"https://github.com/Azure-Samples/Azure-Time-Series-Insights","Sample modules written in different languages that can be used as templates for applications needing to query Time Series Insights"
"https://github.com/Azure-Samples/AzureMapsCodeSamples","A set of code samples for the Azure Maps web control."
"https://github.com/Azure-Samples/AzureSearchJavaIndexerDemo","Java program that creates an Azure Search index and automatically populates it with data from a SQL Azure instance using indexers."
"https://github.com/Azure-Samples/AzureSearchNodeJSIndexerDemo","NodeJS program that creates an Azure Search index and automatically populates it with data from a SQL Azure instance using indexers."
"https://github.com/Azure-Samples/AzureStack-AdminPowerShell-OMSIntegration","This Azure Code sample provides powershell scripts to automate deployment and collection of Azure Stack cloud operational data to OMS."
"https://github.com/Azure-Samples/Cognitive-Face-CSharp-sample","Sample application for using the Face API."
"https://github.com/Azure-Samples/Cognitive-Services-LUIS-Console-Application","A simple console demostrating how to consume the LUIS Runtime SDK to predict user utterances."
"https://github.com/Azure-Samples/Cognitive-Services-LUIS-Programmatic-Console","A simple console that showcases how the SDK can be used to create and customize new LUIS apps."
"https://github.com/Azure-Samples/Cognitive-Services-Speech-Devices-SDK","The sample app and documentation of the Microsoft Speech Devices SDK. "
"https://github.com/Azure-Samples/Cognitive-Speech-STT-Android","Android SDK for the Microsoft Speech-to-Text API
"https://github.com/Azure-Samples/Cognitive-Speech-STT-ServiceLibrary","Service SDK - C# Samples
"https://github.com/Azure-Samples/Cognitive-Speech-STT-Windows","Windows SDK for the Microsoft Speech-to-Text API
"https://github.com/Azure-Samples/Cognitive-Speech-STT-iOS","iOS SDK for the Microsoft Speech-to-Text API
"https://github.com/Azure-Samples/Cognitive-Speech-TTS","Microsoft Text-to-Speech API Android SDK and sample code in several languages
"https://github.com/Azure-Samples/ContosoInsurance","A sample application which demonstrates the use of App Service (Web & Mobile)
"https://github.com/Azure-Samples/CosmosDB-Flask-Mongo-Sample","Sample Flask App using Mongo API with Cosmos DB"
"https://github.com/Azure-Samples/Cost-Management-Samples","Sample code for users who wish to begin developing on top of the Azure Cost Management REST APIs. The APIs give you programmatic access to cost and usage data for your Azure resources."
"https://github.com/Azure-Samples/Custom-Vision-ONNX-UWP","An example of how to use an ONNX model exported from the Custom Vision Cognitive Service in a UWP application."
"https://github.com/Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi","Sample showing how to deploy a AI model from the Custom Vision service to a Raspberry Pi 3 device using Azure IoT Edge"
"https://github.com/Azure-Samples/MachineLearningSamples-Notebooks","Example Notebooks for Azure Machine Learning"
"https://github.com/Azure-Samples/Mongoose_CosmosDB","This is a sample walkthrough of using the Mongoose framework on top of the MongoDB API for Cosmos DB"
"https://github.com/Azure-Samples/MyDriving","Building IoT or Mobile solutions are fun and exciting. This year for Build
"https://github.com/Azure-Samples/Serverless-Eventing-Platform-for-Microservices","This solution is a personal knowledge management system and it allows users to upload text
"https://github.com/Azure-Samples/SpeechToText-REST","REST Samples of Speech To Text API"
"https://github.com/Azure-Samples/SpeechToText-WebSockets-Javascript","SDK & Sample to do speech recognition using websockets in Javascript"
"https://github.com/Azure-Samples/TodoFunctions","A to-do example with Azure Functions"
"https://github.com/Azure-Samples/aad-dotnet-browse-graph-and-manage-roles","Getting started on browsing graph (users
"https://github.com/Azure-Samples/aad-dotnet-manage-passwords","Getting started on managing passwords using C#"
"https://github.com/Azure-Samples/aad-dotnet-manage-resources-from-vm-with-msi","Getting started on managing Azure resources from a virtual machine with managed service identity (MSI) using C#"
"https://github.com/Azure-Samples/aad-dotnet-manage-service-principals","Getting started on managing service principals using C#"
"https://github.com/Azure-Samples/aad-dotnet-manage-users-groups-and-roles","Getting started on managing users and groups using C#"
"https://github.com/Azure-Samples/aad-java-manage-passwords","Getting started on managing passwords for applications and service principals."
"https://github.com/Azure-Samples/aad-java-manage-resources-from-vm-with-msi","Getting started on managing Azure resources from a virtual machine with managed service identity (MSI) using Java"
"https://github.com/Azure-Samples/aad-java-manage-service-principals","Getting started with managing service principals using Java."
"https://github.com/Azure-Samples/aad-java-manage-users-groups-and-roles","Manage users and groups and manage their roles using Java"
"https://github.com/Azure-Samples/academic-knowledge-analytics-visualization","Various examples to perform big data analytics over Microsoft Academic Graph and visualize the results."
"https://github.com/Azure-Samples/aci-docs-sample-dotnet",".NET Core console application demonstrating several common operations in Azure Container Instances (ACI). The code in this project backs one or more articles on docs.microsoft.com."
"https://github.com/Azure-Samples/aci-docs-sample-python","Python application demonstrating several common operations in Azure Container Instances (ACI). The code in this project backs one or more articles on docs.microsoft.com."
"https://github.com/Azure-Samples/aci-dotnet-create-container-groups","Create Container Group with multiple instances and container images using C#"
"https://github.com/Azure-Samples/aci-dotnet-create-container-groups-using-private-registry","Create Container Group using images from a private registry using C#"
"https://github.com/Azure-Samples/aci-dotnet-manage-container-instances-1","Manage Azure Container Instances with new Azure File Share using C#"
"https://github.com/Azure-Samples/aci-dotnet-manage-container-instances-2","Manage Azure Container Instances with an existing Azure File Share using C#"
"https://github.com/Azure-Samples/aci-event-driven-worker-queue","Learn how to use Azure Container Instances to scale up containers on-demand in response to incoming work."
"https://github.com/Azure-Samples/aci-extract-load-transform-sample","This is a sample project showing how to perform ETL (extract
"https://github.com/Azure-Samples/aci-hellofiles","Sample project showing how to interact with Azure File Shares mounted in Azure Container Instances from Node.js"
"https://github.com/Azure-Samples/aci-helloworld","Sample Node.js application used to demonstrate containerized deployment to Azure Container Instances"
"https://github.com/Azure-Samples/aci-java-create-container-groups","Create Container Group with multiple instances and container images using Java"
"https://github.com/Azure-Samples/aci-java-manage-container-instances-1","Manage Azure Container Instances with new Azure File Share using Java"
"https://github.com/Azure-Samples/aci-java-manage-container-instances-2","Manage Azure Container Instances with an existing Azure File Share using Java"
"https://github.com/Azure-Samples/aci-java-scale-up-containers-using-acs","Create Container Group and scale up containers using Kubernetes in ACS using Java"
"https://github.com/Azure-Samples/aci-java-scale-up-containers-using-kubernetes-in-acs","Create Container Group and scale up containers using Kubernetes in ACS"
"https://github.com/Azure-Samples/aci-logicapps-integration","Learn how to use Azure Container Instances with Logic Apps to deploy containers in an event-driven way."
"https://github.com/Azure-Samples/aci-tutorial-sidecar","A small sidecar container to demonstrate multi-container container groups in Azure Container Instances"
"https://github.com/Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus","A VSTS pull request review service
"https://github.com/Azure-Samples/acr-build-helloworld-node","Sample Node.js application for use in demonstrating Azure Container Registry Build."
"https://github.com/Azure-Samples/acr-dotnet-manage-azure-container-registry","Getting started on managing Azure Container Registry using C#"
"https://github.com/Azure-Samples/acr-dotnet-manage-azure-container-registry-with-webhooks","Getting started on managing Azure Container Registry with webhooks using C#"
"https://github.com/Azure-Samples/acr-helloworld","A sample image for demonstrating Azure Container Registry features
"https://github.com/Azure-Samples/acr-java-manage-azure-container-registry","Getting started on managing Azure container registries using Java"
"https://github.com/Azure-Samples/acr-java-manage-azure-container-registry-with-webhooks","Getting started on managing Azure container registries with webhooks using Java"
"https://github.com/Azure-Samples/acr-tasks","A collection samples for ACR Tasks
"https://github.com/Azure-Samples/acs-dotnet-manage-azure-container-service","Getting started on managing Azure Container Service using C#"
"https://github.com/Azure-Samples/acs-dotnet-manage-azure-container-service-with-docker-swarm-orchestrator","Getting started on managing Azure Container Service with Docker Swarm orchestrator using C#"
"https://github.com/Azure-Samples/acs-dotnet-manage-azure-container-service-with-kubernetes-orchestrator","Getting started on managing Azure Container Service with kubernetes orchestrator using C#"
"https://github.com/Azure-Samples/acs-java-deploy-image-from-acr-to-acs-orchestrator","Deploy an image from Azure Container Registry to Azure Container Service with Kubernetes orchestrator using Java"
"https://github.com/Azure-Samples/acs-java-deploy-image-from-acr-to-kubernetes","Deploy an image from Azure Container Registry to Kubernetes cluster in Azure Container Service using Java"
"https://github.com/Azure-Samples/acs-java-manage-azure-container-service","Getting started on managing Azure Container Service using Java"
"https://github.com/Azure-Samples/acs-java-manage-azure-container-service-with-docker-swarm-orchestrator","Getting started on managing Azure Container Service with Docker Swarm orchestrator using Java"
"https://github.com/Azure-Samples/acs-java-manage-azure-container-service-with-kubernetes-orchestrator","Getting started on managing Azure Container Service with Kubernetes orchestrator using Java"
"https://github.com/Azure-Samples/active-directory-android","An android app that uses Azure AD and the ADAL library for authenticating the user and calling a web API using OAuth 2.0 access tokens."
"https://github.com/Azure-Samples/active-directory-android-native-oidcandroidlib-v2","Demonstrates how you can use a third party library like oidcandroidlib to build an Android application that authenticates Microsoft identity users to our new v2 (converged) identity service and calls a web API using OAuth 2.0 access tokens."
"https://github.com/Azure-Samples/active-directory-android-native-v2","An Android app showcasing how to use MSAL to authenticate MSA and Azure AD via the converged v2.0 authentication endpoint
"https://github.com/Azure-Samples/active-directory-angularjs-singlepageapp","An AngularJS based single page app
"https://github.com/Azure-Samples/active-directory-angularjs-singlepageapp-dotnet-webapi","An AngularJS single page app
"https://github.com/Azure-Samples/active-directory-aspnetcore-webapp-openidconnect-v2","An ASP.NET Core 2.x Web App which lets sign-in users with work and school or Microsoft personal accounts"
"https://github.com/Azure-Samples/active-directory-b2c-advanced-policies","Sample for use with Azure AD B2C with Custom Policies."
"https://github.com/Azure-Samples/active-directory-b2c-android-appauth-ropc","An Android sample that demonstrates how to use AppAuth to sign into Azure AD B2C using ROPC"
